stationName;KISID;typeStation;lat;lon;altitude;startDate;endDate;locationCode
platform F3 locatie FD2;239_W_FD2;Windwaarnemingen;54.853889;4.696111;50.6;20100126;99991231;FD2;
platform Hoorn-A locatie QE;212_T_QE;Temperatuurwaarnemingen;52.918056;4.150278;50.9;20090213;99991231;QE;
platform Hoorn-A locatie QE;212_W_QE;Windwaarnemingen;52.918056;4.150278;50.9;20090213;99991231;QE;
platform Hoorn-A locatie QE1;212_W_QE1;Windwaarnemingen;52.918056;4.150278;50.9;20090213;99991231;QE1;
platform Hoorn-A locatie QE2;212_T_QE2;Temperatuurwaarnemingen;52.918056;4.150278;50.9;20090213;99991231;QE2;
platform Hoorn-A locatie QE2;212_W_QE2;Windwaarnemingen;52.918056;4.150278;50.9;20090213;99991231;QE2;
platform Hoorn-Alfa;212_V;AWS platform;52.918056;4.150278;50.9;20090313;99991231;
platform Hoorn-Alfa;212_H;AWS platform;52.918056;4.150278;50.9;20090313;99991231;
platform Hoorn-Alfa locatie QE;212_A_QE;Luchtdruk- en weerwaarnemingen;52.918056;4.150278;50.9;20090213;99991231;QE;
platform Hoorn-Alfa locatie QE;212_C_QE;Wolkenwaarnemingen;52.918056;4.150278;50.9;20090213;99991231;QE;
platform J6-A;211_V;AWS platform;53.824167;2.945278;45.7;20090313;99991231;
platform J6-A;211_H;AWS platform;53.824167;2.945278;45.7;20090313;99991231;
platform J6-A locatie JA;211_A_JA;Luchtdruk- en weerwaarnemingen;53.824167;2.945278;45.7;20090213;99991231;JA;
platform J6-A locatie JA;211_W_JA;Windwaarnemingen;53.824167;2.945278;45.7;20090213;99991231;JA;
platform J6-A locatie JA;211_C_JA;Wolkenwaarnemingen;53.824167;2.945278;45.7;20090213;99991231;JA;
platform J6-A locatie JA1;211_W_JA1;Windwaarnemingen;53.824167;2.945278;45.7;20090213;99991231;JA1;
platform J6-A locatie JA2;211_W_JA2;Windwaarnemingen;53.824167;2.945278;45.7;20090213;99991231;JA2;
platform J6-A lokatie JA;211_T_JA;Temperatuurwaarnemingen;53.824167;2.945278;45.7;20090213;99991231;JA;
platform J6-A lokatie JA1;211_T_JA1;Temperatuurwaarnemingen;53.824167;2.945278;45.7;20090213;99991231;JA1;
platform K13;550_D;diversen noordzee, K13;53.218333;3.22;9999;19510101;19960702;
platform K13;252_D_0;Golvenwaarnemingen;53.217778;3.220278;37.7;20161115;99991231;
platform K13;252_D;Golvenwaarnemingen;53.217778;3.220278;37.7;19960630;99991231;
platform K13 locatie 0;252_A_0;Luchtdruk- en weerwaarnemingen;53.217778;3.220278;37.7;20020101;99991231;0;
platform K13 locatie 0;252_T_0;Temperatuurwaarnemingen;53.217778;3.220278;37.7;20020101;99991231;0;
platform K13 locatie 0;252_W_0;Windwaarnemingen;53.217778;3.220278;37.7;20020101;99991231;0;
platform K13 locatie 1;252_A_1;Luchtdruk- en weerwaarnemingen;53.217778;3.220278;37.7;20020101;99991231;1;
platform K13 locatie 1;252_T_1;Temperatuurwaarnemingen;53.217778;3.220278;37.7;20020101;99991231;1;
platform K13 locatie 1;252_W_1;Windwaarnemingen;53.217778;3.220278;37.7;20020101;99991231;1;
platform K13 locatie 2;252_A_2;Luchtdruk- en weerwaarnemingen;53.217778;3.220278;37.7;20020101;99991231;2;
platform K13 locatie 2;252_T_2;Temperatuurwaarnemingen;53.217778;3.220278;37.7;20020101;99991231;2;
platform K13 locatie 2;252_W_2;Windwaarnemingen;53.217778;3.220278;37.7;20020101;99991231;2;
platform K14-FA-1C;204_V;AWS platform;53.269444;3.627778;41.8;20061206;99991231;
platform K14-FA-1C;204_H;AWS platform;53.269444;3.627778;41.8;20061206;99991231;
platform K14-FA-1C locatie KV;204_A_KV;Luchtdruk- en weerwaarnemingen;53.269444;3.627778;41.8;20061127;99991231;KV;
platform K14-FA-1C locatie KV;204_T_KV;Temperatuurwaarnemingen;53.269444;3.627778;41.8;20061127;99991231;KV;
platform K14-FA-1C locatie KV;204_W_KV;Windwaarnemingen;53.269444;3.627778;41.8;20061127;99991231;KV;
platform K14-FA-1C locatie KV;204_C_KV;Wolkenwaarnemingen;53.269444;3.627778;41.8;20061127;99991231;KV;
platform K14-FA-1C locatie KV1;204_T_KV1;Temperatuurwaarnemingen;53.269444;3.627778;41.8;20061127;99991231;KV1;
platform K14-FA-1C locatie KV1;204_W_KV1;Windwaarnemingen;53.269444;3.627778;41.8;20061127;99991231;KV1;
platform K14-FA-1C locatie KV2;204_W_KV2;Windwaarnemingen;53.269444;3.627778;41.8;20061127;99991231;KV2;
platform L9-FF-1;207_V;AWS platform;53.614444;4.960278;44;20061206;99991231;
platform L9-FF-1;207_H;AWS platform;53.614444;4.960278;44;20061206;99991231;
platform L9-FF-1 locatie MG;207_A_MG;Luchtdruk- en weerwaarnemingen;53.614444;4.960278;44;20061127;99991231;MG;
platform L9-FF-1 locatie MG;207_T_MG;Temperatuurwaarnemingen;53.614444;4.960278;44;20061127;99991231;MG;
platform L9-FF-1 locatie MG;207_W_MG;Windwaarnemingen;53.614444;4.960278;44;20061127;99991231;MG;
platform L9-FF-1 locatie MG1;207_T_MG1;Temperatuurwaarnemingen;53.614444;4.960278;44;20061127;99991231;MG1;
platform L9-FF-1 locatie MG1;207_W_MG1;Windwaarnemingen;53.614444;4.960278;44;20061127;99991231;MG1;
platform L9-FF-1 locatie MG2;207_W_MG2;Windwaarnemingen;53.614444;4.960278;44;20061127;99991231;MG2;
platform L9-FF-1 lokatie MG;207_C_MG;Wolkenwaarnemingen;53.614444;4.960278;44;20061127;99991231;MG;
platform Noordwijk locatie 0;254_A_0;Luchtdruk- en weerwaarnemingen;52.2;4.2;9999;20020101;20060706;0;
platform Noordwijk locatie 0;254_T_0;Temperatuurwaarnemingen;52.2;4.2;9999;20020101;20060706;0;
platform Noordwijk locatie 0;254_W_0;Windwaarnemingen;52.2;4.2;9999;20020101;20060706;0;
platform Noordwijk locatie 1;254_A_1;Luchtdruk- en weerwaarnemingen;52.2;4.2;9999;20020101;20060706;1;
platform Noordwijk locatie 1;254_T_1;Temperatuurwaarnemingen;52.2;4.2;9999;20020101;20060706;1;
platform Noordwijk locatie 1;254_W_1;Windwaarnemingen;52.2;4.2;9999;20020101;20060706;1;
platform Noordwijk locatie 2;254_A_2;Luchtdruk- en weerwaarnemingen;52.2;4.2;9999;20020101;20060706;2;
platform Noordwijk locatie 2;254_T_2;Temperatuurwaarnemingen;52.2;4.2;9999;20020101;20060706;2;
platform Noordwijk locatie 2;254_W_2;Windwaarnemingen;52.2;4.2;9999;20020101;20060706;2;
platform North Cormorant;255_D;diversen noordzee NORTH CORMORANT;61.233333;1.15;9999;19970818;20090407;
platform North Cormorant;255_H;hoofd station/AWS/SHIP NORTH CORMORANT;61.233333;1.15;9999;19970818;20090407;
platform North Cormorant locatie 0;255_A_0;Luchtdruk- en weerwaarnemingen;61.233333;1.15;9999;20020101;99991231;0;
platform North Cormorant locatie 0;255_W_0;Windwaarnemingen;61.233333;1.15;9999;20020101;99991231;0;
platform North Cormorant locatie 1;255_A_1;Luchtdruk- en weerwaarnemingen;61.233333;1.15;9999;20020101;99991231;1;
platform North Cormorant locatie 1;255_W_1;Windwaarnemingen;61.233333;1.15;9999;20020101;99991231;1;
platform North-Cormorant locatie 0;255_T_0;Temperatuurwaarnemingen;61.233333;1.15;9999;20020101;99991231;0;
platform North-Cormorant locatie 1;255_T_1;Temperatuurwaarnemingen;61.233333;1.15;9999;20020101;99991231;1;
platform P11-B;203_V;AWS platform;52.36;3.341667;41.8;20091109;99991231;
platform P11-B locatie PG;203_A_PG;Luchtdruk- en weerwaarnemingen;52.36;3.341667;41.8;20091109;99991231;PG;
platform P11-B locatie PG;203_T_PG;Temperatuurwaarnemingen;52.36;3.341667;41.8;20091109;99991231;PG;
platform P11-B locatie PG;203_W_PG;Windwaarnemingen;52.36;3.341667;41.8;20091109;99991231;PG;
platform P11-B locatie PG1;203_T_PG1;Temperatuurwaarnemingen;52.36;3.341667;41.8;20091109;99991231;PG1;
platform P11-B locatie PG1;203_W_PG1;Windwaarnemingen;52.36;3.341667;41.8;20091109;99991231;PG1;
platform P11-B lokatie PG;203_C_PG;Wolkenwaarnemingen;52.36;3.341667;41.8;20091109;99991231;PG;
Poortugaal;467_N;Neerslagstation (8-8);51.853944;4.392944;.2;19510101;99991231;
Poortugaal;143_H;Termijnstation;51.855278;4.393333;2;19710101;19911231;
Purmerend;242_N;Neerslagstation (8-8);52.509694;4.927889;-1.71;19510101;99991231;
Putten (GLD);542_N;Neerslagstation (8-8);52.235925;5.601981;14.8;18670301;99991231;
R'dam-Waalhaven;473_N;Neerslagstation (8-8);51.892194;4.423194;4.6;19690101;20150630;
R'dam-Westerkade;445_N;Neerslagstation (8-8);51.896111;4.483056;9999;19510101;19880331;
Ramspol;272_H;hoofd station/AWS/SHIP RAMSPOL;52.62;5.85;36;19701206;19771231;
Ramspol;324_N;Neerslagstation (8-8);52.6;5.85;9999;19510101;19521231;
Ramspol;272_V;visuele waarnemingen RAMSPOL ???;0;0;9999;19701206;19771231;
Rekken;674_N;Neerslagstation (8-8);52.093389;6.723972;25.8;19510101;99991231;
Reuver;977_N;Neerslagstation (8-8);51.277167;6.063861;25.5;19950101;20130331;
Rheezerveen;339_N;Neerslagstation (8-8);52.562028;6.56075;9.11;19510101;99991231;
Rheine;10306_G;Grensstation;52.3;7.383333;9999;20020101;20130501;
Rijswijk GLD;551_N;Neerslagstation (8-8);0;0;63;19510101;19631231;
Rijswijk ZH;421_N;Neerslagstation (8-8);52.061667;4.352222;9999;19970110;17000101;
Rilland;750_N;Neerslagstation (8-8);51.422444;4.179972;1.3;19510101;99991231;
Ritthem;733_N;Neerslagstation (8-8);51.459444;3.6125;7;19950101;99991231;
Ritthem;426_Z;Zonneschijn;51.459444;3.6125;7;19950207;19961231;
Roden;163_N;Neerslagstation (8-8);53.155583;6.435389;3.44;19730101;99991231;
Roelofarendsveen;439_N;Neerslagstation (8-8);52.213194;4.628722;-3.4;19320101;99991231;
Roermond;961_N;Neerslagstation (8-8);51.183417;5.963972;20.14;18690101;99991231;
Roggenplaat;328_H;hoofd station/AWS/SHIP ROGGENPLAAT;51.667778;3.821111;9999;19760101;19811231;
Roodeschool;151_N;Neerslagstation (8-8);53.417333;6.738806;1.86;19510101;99991231;
Rotterdam;344_H;AWS;51.960556;4.446944;-4.3;19561001;99991231;
Rotterdam;344_V;AWS;51.960556;4.446944;-4.3;19561001;99991231;
Rotterdam;344_L;luchtvaart station Rotterdam;51.960556;4.446944;-4.3;19510101;99991231;
Rotterdam;476_N;Neerslagstation (8-8);51.954722;4.443611;-48;19710101;19960102;
Rotterdam Beergat locatie RO04;344_A_EPT;Luchtdruk- en weerwaarnemingen;51.945;4.084;-4.3;20070115;99991231;EPT;
Rotterdam Caland midden;344_A_CAM;Luchtdruk- en weerwaarnemingen;51.945;4.174;-4.3;20070115;99991231;CAM;
Rotterdam Caland oost;344_A_CAL7;Luchtdruk- en weerwaarnemingen;51.960556;4.446944;-4.3;20020101;99991231;CAL7;
Rotterdam Caland oost locatie RP32;344_A_CAZ;Luchtdruk- en weerwaarnemingen;51.918;4.221;-4.3;20070115;99991231;CAZ;
Rotterdam Caland west;344_A_CAL5;Luchtdruk- en weerwaarnemingen;51.960556;4.446944;-4.3;20020101;99991231;CAL5;
Rotterdam Caland west locatie RP05;344_A_CAW;Luchtdruk- en weerwaarnemingen;51.964;4.133;-4.3;20070115;99991231;CAW;
Rotterdam Delta Oude Maas;344_A_OMS;Luchtdruk- en weerwaarnemingen;51.960556;4.446944;-4.3;20070115;99991231;OMS;
Rotterdam Europoort locatie EUR4;344_A_EUR4;Luchtdruk- en weerwaarnemingen;51.960556;4.446944;-4.3;20020101;99991231;EUR4;
Rotterdam Geulhaven;343_H;Windmeetpaal;51.891944;4.3125;3.5;19910101;99991231;
Rotterdam Geulhaven;343_W_a;Windwaarnemingen;51.891944;4.3125;3.5;20020101;99991231;a;
Rotterdam Geulhaven locatie GH4;344_A_GH10;Luchtdruk- en weerwaarnemingen;51.960556;4.446944;-4.3;20020101;99991231;GH10;
Rotterdam Geulhaven locatie RP10;344_A_GHV;Luchtdruk- en weerwaarnemingen;51.892;4.313;-4.3;20070115;99991231;GHV;
Rotterdam Keilehaven;457_N;Neerslagstation (8-8);51.9;4.433333;9999;19510101;19700331;
Rotterdam locatie 06t;344_A_06t;Luchtdruk- en weerwaarnemingen;51.960556;4.446944;-4.3;20020101;99991231;
Rotterdam locatie 06t;344_W_06t;Windwaarnemingen;51.960556;4.446944;-4.3;20030101;99991231;06t;
Rotterdam locatie 06t;344_C_06t;Wolkenwaarnemingen;51.960556;4.446944;-4.3;20030101;99991231;06t;
Rotterdam locatie 24t;344_A_24t;Luchtdruk- en weerwaarnemingen;51.960556;4.446944;-4.3;20020101;99991231;24t;
Rotterdam locatie 24t;344_R_24t;Neerslagwaarnemingen;51.960556;4.446944;-4.3;20020101;99991231;24t;
Rotterdam locatie 24t;344_S_24t;Straling/zonneschijn;51.960556;4.446944;-4.3;20020101;99991231;24t;
Rotterdam locatie 24t;344_T_24t;Temperatuurwaarnemingen;51.960556;4.446944;-4.3;20020101;99991231;24t;
Rotterdam locatie 24t;344_W_24t;Windwaarnemingen;51.960556;4.446944;-4.3;20020101;99991231;24t;
Rotterdam locatie 24t;344_C_24t;Wolkenwaarnemingen;51.960556;4.446944;-4.3;20020101;99991231;24t;
Rotterdam Maasmond Papegaaienbek;344_A_MMP;Luchtdruk- en weerwaarnemingen;51.975;4.076;-4.3;20070115;99991231;MMP;
Rotterdam Maasvlakte;344_A_MSVL;Luchtdruk- en weerwaarnemingen;51.960556;4.446944;-4.3;20020101;99991231;MSVL;
Rotterdam Maasvlakter Slufter;344_A_MVS;Luchtdruk- en weerwaarnemingen;51.933;3.999;-4.3;20070115;99991231;MVS;
Rotterdam Nesserdijk;344_A_NESD;Luchtdruk- en weerwaarnemingen;51.960556;4.446944;-4.3;20020101;99991231;NESD;
Rotterdam Nesserdijk;344_A_BRN;Luchtdruk- en weerwaarnemingen;51.960556;4.446944;-4.3;20070115;99991231;BRN;
Rotterdam Noorderpier;344_A_HVH;Luchtdruk- en weerwaarnemingen;51.960556;4.446944;-4.3;20070115;99991231;HVH;
Rotterdam Oude Maas locatie OM13;344_A_OM13;Luchtdruk- en weerwaarnemingen;51.960556;4.446944;-4.3;20020101;99991231;OM13;
Rotterdam Rozenburg locatie RP08;344_A_ROZ;Luchtdruk- en weerwaarnemingen;51.960556;4.446944;-4.3;20070115;99991231;ROZ;
Rotterdam Rozenburgsesluis;344_A_RBS;Luchtdruk- en weerwaarnemingen;51.960556;4.446944;-4.3;20070115;99991231;RBS;
Rotterdam Veerstoep;344_A_RZV;Luchtdruk- en weerwaarnemingen;51.960556;4.446944;-4.3;20070115;99991231;RZV;
Rotterdam Waalhaven locatie RP19;344_A_WHN;Luchtdruk- en weerwaarnemingen;51.960556;4.446944;-4.3;20070115;99991231;WHN;
Rotterdam Waalhaven locatie WH19;344_A_WH19;Luchtdruk- en weerwaarnemingen;51.960556;4.446944;-4.3;20020101;99991231;WH19;
Rotterdam, locatie VCS;344_A_VCS;weer algemeen 10 min wrn ROTTERDAM - VCS;51.960556;4.446944;-4.3;20091201;99991231;VCS;
Rotterdam-Geulhaven;609_H;hoofd station/AWS/SHIP, R'DAM-GEULHAVEN;51.890556;4.318333;9999;19810101;19911031;
Rottum FR;59_N;Neerslagstation (8-8);0;0;-6;19970110;19981231;
Rouveen;358_N;Neerslagstation (8-8);52.613639;6.187083;.3;19510101;99991231;
Ruinen;292_N;Neerslagstation (8-8);52.768889;6.340556;9999;19970110;17000101;
Ruinerwold;362_N;Neerslagstation (8-8);52.719361;6.24025;1.44;19940101;99991231;
Saba;871_T_a;Juancho Yrausquin Airport;0;0;0;20160114;99991231;
Saba;871_W_a;Juancho Yrausquin Airport;0;0;0;20160114;99991231;
Saba;871_S_a;Juancho Yrausquin Airport;0;0;0;20160114;99991231;
Saba;871_R_a;Juancho Yrausquin Airport;0;0;0;20160114;99991231;
Saba;871_A_a;Juancho Yrausquin Airport;0;0;0;20160114;99991231;
Saba;871_H;0;0;0;20161019;99991231;
Saba;871_V;0;0;0;20161019;99991231;
Saba;871_C_a;0;0;0;20161019;99991231;
Sappemeer;148_N;Neerslagstation (8-8);53.157778;6.738778;.3;19510101;99991231;
Sassenheim;436_N;Neerslagstation (8-8);52.221111;4.557778;-41;19320101;19930102;
Schaar;316_H;Windmeetpaal;51.655833;3.693889;0;19830101;99991231;
Schaar;316_W_a;Windwaarnemingen;51.655833;3.693889;0;20020101;99991231;a;
Schaesberg;965_N;Neerslagstation (8-8);50.891528;6.013944;147.84;19510101;99991231;
Schagen;228_N;Neerslagstation (8-8);52.773778;4.813861;.4;19510101;99991231;
Scheemda;133_N;Neerslagstation (8-8);53.166667;6.966667;9999;19510101;19530430;
Schellingwoude;223_N;Neerslagstation (8-8);52.393583;4.99325;-1.2;19320101;99991231;
Schermerhorn;244_N;Neerslagstation (8-8);52.6;4.9;9999;19510101;19540630;
Scheveningen;440_N;Neerslagstation (8-8);52.118222;4.310361;3.5;18770101;20151231;
Scheveningen;429_Z;Zonneschijn;52.096667;4.255833;9999;19510101;19920930;
Schiermonnikoog;12_N;Neerslagstation (8-8);53.476806;6.184472;2.2;19510101;99991231;
Schiermonnikoog;166_H;Termijnstation;53.582778;6.238333;40;19720101;19911231;
Schiermonnikoog;166_Z;Zonneschijn;0;0;9999;19930210;19931210;
Schinnen;966_N;Neerslagstation (8-8);50.934972;5.869278;82.17;19510101;99991231;
Schinveld;982_N;Neerslagstation (8-8);50.978361;5.978528;54.47;19950501;99991231;
Schiphol;240_H;AWS;52.317222;4.789722;-3.3;19510101;99991231;
Schiphol;240_V;AWS;52.317222;4.789722;-3.3;19510101;99991231;
Schiphol;240_L;luchtvaart station Schiphol;52.317222;4.789722;-3.3;19510101;99991231;
Schiphol;475_N;Neerslagstation (8-8);52.301389;4.774167;-44;19710101;19960103;
Schiphol locatie 18Ct;240_A_18Ct;Luchtdruk- en weerwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;18Ct;
Schiphol locatie 18Ct;240_R_18Ct;Neerslagwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;18Ct;
Schiphol locatie 18Ct;240_S_18Ct;Straling/zonneschijn;52.317222;4.789722;-3.3;20020101;99991231;18Ct;
Schiphol locatie 18Ct;240_T_18Ct;Temperatuurwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;18Ct;
Schiphol locatie 18Ct;240_W_18Ct;Windwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;18Ct;
Schiphol locatie 18Ct;240_C_18Ct;Wolkenwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;18Ct;
Schiphol locatie 18Rsw;240_T_18Rsw;Temperatuurwaarnemingen;52.317222;4.789722;-3.3;20091201;20111231;18Rsw;
Schiphol locatie 18Rsw;240_W_18Rsw;Windwaarnemingen;52.317222;4.789722;-3.3;20090720;20111231;18Rsw;
Schiphol locatie 18Rtw;240_A_18Rtw;Luchtdruk- en weerwaarnemingen;52.317222;4.789722;-3.3;20040101;99991231;18Rtw;
Schiphol locatie 18Rtw;240_T_18Rtw;Temperatuurwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;18Rtw;
Schiphol locatie 18Rtw;240_W_18Rtw;Windwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;18Rtw;
Schiphol locatie 22t;240_W_22t;Windwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;22t;
Schiphol locatie 27t;240_C_27t;Wolkenwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;
Schiphol locatie 36CdR;240_W_36CdR;Windwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;36CdR;
Schiphol locatie 36Ct;240_W_36Ct;Windwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;36Ct;
Schiphol locatie 36Lt;240_W_36Lt;Windwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;36Lt;
Schiphol locatie 36Rt06;240_W_36Rt06;Windwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;36Rt06;
Schiphol locatie AssenDelft;240_A_ISAD;Luchtdruk- en weerwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;ISAD;
Schiphol locatie AssenDelft;240_T_ISAD;Temperatuurwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;ISAD;
Schiphol locatie AssenDelft;240_W_ISAD;Windwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;ISAD;
Schiphol locatie Muiden;240_A_ISMU;Luchtdruk- en weerwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;ISMU;
Schiphol locatie Muiden;240_T_ISMU;Temperatuurwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;ISMU;
Schiphol locatie Muiden;240_W_ISMU;Windwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;ISMU;
Schiphol locatie Nieuw Vennep;240_A_ISNV;Luchtdruk- en weerwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;ISNV;
Schiphol locatie Nieuw Vennep;240_T_ISNV;Temperatuurwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;ISNV;
Schiphol locatie Nieuw Vennep;240_W_ISNV;Windwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;ISNV;
Schiphol locatie Nieuwkoop;240_A_ISNK;Luchtdruk- en weerwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;ISNK;
Schiphol locatie Nieuwkoop;240_T_ISNK;Temperatuurwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;ISNK;
Schiphol locatie Nieuwkoop;240_W_ISNK;Windwaarnemingen;52.317222;4.789722;-3.3;20020101;99991231;ISNK;
Schoondijke;762_N;Neerslagstation (8-8);51.359111;3.550917;1.89;19530101;99991231;
Schoondijke;152_H;Termijnstation;51.356111;3.558056;12;19730101;19911231;
Schoonebeek;343_N;Neerslagstation (8-8);52.662639;6.854333;12;19510101;99991231;
Schoonlo;337_N;Neerslagstation (8-8);52.900778;6.703694;21.12;19510101;99991231;
Schoorl;3_N;Neerslagstation (8-8);52.683333;4.683333;9999;19510101;19530531;
Sevenum;883_N;Neerslagstation (8-8);51.394056;6.006361;30;19560101;99991231;
Siebengewald;922_N;Neerslag station (8-8);51.654694;6.090361;15.73;19950601;99991231;
Sint Jansteen;748_N;Neerslagstation (8-8);0;0;20;19510101;19621231;
Sittard;955_N;Neerslagstation (8-8);51;5.846389;9999;19970110;17000101;
Skrins;61_N;Neerslagstation (8-8);53.121917;5.648833;.1;19910601;99991231;
Slijk-Ewijk;511_N;Neerslagstation (8-8);51.885833;5.791389;9999;19970110;17000101;
Sluis;714_N;Neerslagstation (8-8);51.306667;3.391111;9999;19970110;17000101;
Sneek;64_N;Neerslagstation (8-8);53.031806;5.639306;-.3;19510101;99991231;
Soest;595_N;Neerslagstation (8-8);52.161778;5.324333;4.06;19960101;99991231;
Soesterberg;265_H;hoofd station/AWS/SHIP SOESTERBERG;52.129722;5.274444;139;19510901;20081118;
Soesterberg;590_N;Neerslagstation (8-8);52.129722;5.279722;119;19710101;19960102;
Soesterberg;265_V;visuele waarnemingen SOESTERBERG;52.129722;5.274444;119;19510901;20050209;
Soesterberg locatie 09t;265_W_09t;Windwaarnemingen;9999;9999;9999;20050421;20081117;09t;
Soesterberg locatie 27t;265_A_27t;Luchtdruk- en weerwaarnemingen;9999;9999;9999;20060101;20081117;27t;
Soesterberg locatie 27t;265_W_27t;Windwaarnemingen;9999;9999;9999;20050421;20081117;27t;
Soesterberg locatie A;265_A_a;Luchtdruk- en weerwaarnemingen;9999;9999;9999;20060101;20081117;a;
Soesterberg locatie A;265_R_a;Neerslagwaarnemingen;9999;9999;9999;20050504;20051231;a;
Soesterberg locatie A;265_S_a;Straling/zonneschijn;9999;9999;9999;20030101;20081118;a;
Soesterberg locatie A;265_W_a;Windwaarnemingen;9999;9999;9999;20050504;20081117;a;
Soesterberg locatie obs09t;265_A_obs09t;Luchtdruk- en weerwaarnemingen;9999;9999;9999;20060101;20081117;obs09t;
Soesterberg locatie obs09t;265_W_obs09t;Windwaarnemingen;9999;9999;9999;20050421;20081117;obs09t;
Soesterberg locatie obs27t;265_A_obs27t;Luchtdruk- en weerwaarnemingen;9999;9999;9999;20060101;20081117;obs27t;
Soesterberg locatie obs27t;265_R_obs27t;Neerslagwaarnemingen;9999;9999;9999;20050421;20051231;obs27t;
Soesterberg locatie obs27t;265_S_obs27t;Straling/zonneschijn;9999;9999;9999;20050421;20081117;obs27t;
Someren;904_N;Neerslagstation (8-8);51.398222;5.691222;24.8;19510101;99991231;
Spakenburg;576_N;Neerslagstation (8-8);52.249694;5.380222;-.41;19510101;99991231;
Spijk GR;168_N;Neerslagstation (8-8);0;0;10;19560701;19790429;
Spijk GR;158_H;Termijnstation;0;0;9999;19710101;19791231;
Spijkenisse;422_N;Neerslagstation (8-8);51.845833;4.328056;9999;19970110;17000101;
St Anna Parochie;68_N;Neerslagstation (8-8);53.278889;5.663639;1.1;19510101;99991231;
St Annaland;759_N;Neerslagstation (8-8);51.596111;4.079167;10;19510101;19960102;
St Anthonis;905_N;Neerslagstation (8-8);51.628472;5.918833;15.32;19510101;99991231;
St Kruis;740_N;Neerslagstation (8-8);51.272889;3.496056;1.93;19510101;99991231;
St. Annaland;126_H;Termijnstation;51.596111;4.079167;10;19710101;19901231;
St. Eustatius;873_T_a;Roosevelt Airport;0;0;0;20150316;99991231;
St. Eustatius;873_R_a;Roosevelt Airport;0;0;0;20150316;99991231;
St. Eustatius;873_W_a;Roosevelt Airport;0;0;0;20150316;99991231;
St. Eustatius;873_S_a;Roosevelt Airport;0;0;0;20150316;99991231;
St. Eustatius;873_A_a;Roosevelt Airport;0;0;0;20150316;99991231;
St. Eustatius;873_V;0;0;0;20161019;99991231;
St. Eustatius;873_C_a;0;0;0;20161019;99991231;
St. Eustatius;873_H;0;0;0;20161019;99991231;
Stavenisse;741_N;Neerslagstation (8-8);51.590417;4.020722;1.6;19510101;99991231;
Stavenisse;324_H;Windmeetpaal;51.595556;4.006111;0;19970930;99991231;
Stavenisse;324_W_a;Windwaarnemingen;51.595556;4.006111;0;20090929;99991231;a;
Stavoren;267_V;AWS;52.896667;5.383333;-1.3;20021119;99991231;
Stavoren;267_H;AWS;52.896667;5.383333;-1.3;19900618;99991231;
Stavoren;271_H;hoofd station/AWS/SHIP STAVOREN;52.887778;5.355556;26;19900618;20020425;
Stavoren;267_A_a;Luchtdruk- en weerwaarnemingen;52.896667;5.383333;-1.3;20020101;99991231;a;
Stavoren;80_N;Neerslagstation (8-8);52.884528;5.357167;1.3;19510101;99991231;
Stavoren;267_R_a;Neerslagwaarnemingen;52.896667;5.383333;-1.3;20020101;99991231;a;
Stavoren;267_S_a;Straling/zonneschijn;52.896667;5.383333;-1.3;20020101;99991231;a;
Stavoren;267_T_a;Temperatuurwaarnemingen;52.896667;5.383333;-1.3;20020101;99991231;a;
Stavoren;153_H;Termijnstation;52.886389;5.355556;26;19730101;19911231;
Stavoren;267_W_a;Windwaarnemingen;52.896667;5.383333;-1.3;20020101;99991231;a;
Stavoren;267_C_a;Wolkenwaarnemingen;52.896667;5.383333;-1.3;20020101;99991231;a;
Steenbergen (NB);837_N;Neerslagstation (8-8);51.592694;4.354889;-.2;19510101;99991231;
Steenwijksmoer;298_N;Neerslagstation (8-8);52.677167;6.690944;11.84;19950501;99991231;
Stein (L);969_N;Neerslagstation (8-8);50.958556;5.73625;38.5;19510101;99991231;
Stellendam;417_Z;Zonneschijn;51.8275;4.045833;9999;19510101;19920930;
