stationName;KISID;typeStation;lat;lon;altitude;startDate;endDate;locationCode
Lauwersoog;277_H;AWS;53.411667;6.199167;2.9;19910318;99991231;
Lauwersoog;605_H;hoofd station/AWS/SHIP, LAUWERSOOG;53.409167;6.196111;30;19810101;19911231;
Lauwersoog;277_R_a;Neerslagwaarnemingen;53.411667;6.199167;2.9;20020101;99991231;a;
Lauwersoog;277_S_a;Straling/zonneschijn;53.411667;6.199167;2.9;20020101;99991231;a;
Lauwersoog;277_T_a;Temperatuurwaarnemingen;53.411667;6.199167;2.9;20020101;99991231;a;
Lauwersoog;277_W_a;Windwaarnemingen;53.411667;6.199167;2.9;20020101;99991231;a;
Leende;912_N;Neerslagstation (8-8);51.33;5.534222;25.5;19510101;99991231;
Leeuwarden;270_H;AWS;53.223056;5.751667;1.2;19510101;99991231;
Leeuwarden;270_V;AWS;53.223056;5.751667;1.2;19510101;99991231;
Leeuwarden;85_N;Neerslagstation (8-8);53.218667;5.73025;.9;18760101;99991231;
Leeuwarden;270_C_a;Wolkenwaarnemingen;53.223056;5.751667;1.2;17000101;99991231;a;
Leeuwarden backup;99270_H;AWS;53.223056;5.751667;1.2;20170501;99991231;
Leeuwarden locatie 06t;270_W_06t;Windwaarnemingen;53.223056;5.751667;1.2;20041110;99991231;06t;
Leeuwarden locatie 24t;270_A_24t;Luchtdruk- en weerwaarnemingen;53.223056;5.751667;1.2;20091201;99991231;24t;
Leeuwarden locatie 24t;270_S_obs24t;Straling/zonneschijn;53.223056;5.751667;1.2;20050421;99991231;obs24t;
Leeuwarden locatie 24t;270_T_24t;Temperatuurwaarnemingen;53.223056;5.751667;1.2;20060101;99991231;24t;
Leeuwarden locatie 24t;270_W_24t;Windwaarnemingen;53.223056;5.751667;1.2;20041110;99991231;24t;
Leeuwarden locatie A;270_A_a;Luchtdruk- en weerwaarnemingen;53.223056;5.751667;1.2;20091201;99991231;a;
Leeuwarden locatie A;270_R_a;Neerslagwaarnemingen;53.223056;5.751667;1.2;20041111;99991231;a;
Leeuwarden locatie A;270_S_a;Straling/zonneschijn;53.223056;5.751667;1.2;20030101;99991231;a;
Leeuwarden locatie A;270_T_a;Temperatuurwaarnemingen;53.223056;5.751667;1.2;20060101;99991231;a;
Leeuwarden locatie A;270_W_a;Windwaarnemingen;53.223056;5.751667;1.2;20041110;99991231;a;
Leeuwarden locatie obs06t;270_A_obs06t;Luchtdruk- en weerwaarnemingen;53.223056;5.751667;1.2;20091201;99991231;obs06t;
Leeuwarden locatie obs06t;270_T_obs06t;Temperatuurwaarnemingen;53.223056;5.751667;1.2;20060101;99991231;obs06t;
Leeuwarden locatie obs06t;270_W_obs06t;Windwaarnemingen;53.223056;5.751667;1.2;20041110;99991231;obs06t;
Leeuwarden locatie obs24t;270_A_obs24t;Luchtdruk- en weerwaarnemingen;53.223056;5.751667;1.2;20091201;99991231;obs24t;
Leeuwarden locatie obs24t;270_R_obs24t;Neerslagwaarnemingen;53.223056;5.751667;1.2;20050421;99991231;obs24t;
Leeuwarden locatie obs24t;270_T_obs24t;Temperatuurwaarnemingen;53.223056;5.751667;1.2;20060101;99991231;obs24t;
Leiden;469_N;Neerslagstation (8-8);52.138194;4.483583;-.2;19320101;20141231;
Lelystad;269_V;AWS;52.457222;5.519722;-3.7;20021009;99991231;
Lelystad;269_H;AWS;52.457222;5.519722;-3.7;19900117;99991231;
Lelystad;41_H;hoofd station/AWS/SHIP, LELYSTAD;52.457778;5.525833;-40;19820501;19900430;
Lelystad;8_H;hoofd station/AWS/SHIP, LELYSTAD;52.453056;5.528056;-42;19710101;19811231;
Lelystad;250_N;Neerslagstation (8-8);52.5;5.416667;9999;19540301;19830102;
Lelystad Eendenweg;369_N;Neerslagstation (8-8);52.451583;5.525861;-4.36;19820101;99991231;
Lelystad locatie 23t;269_A_23t;Luchtdruk- en weerwaarnemingen;52.457222;5.519722;-3.7;20020101;99991231;23t;
Lelystad locatie 23t;269_R_23t;Neerslagwaarnemingen;52.457222;5.519722;-3.7;20020101;99991231;23t;
Lelystad locatie 23t;269_S_23t;Straling/zonneschijn;52.457222;5.519722;-3.7;20020101;99991231;23t;
Lelystad locatie 23t;269_T_23t;Temperatuurwaarnemingen;52.457222;5.519722;-3.7;20020101;99991231;23t;
Lelystad locatie 23t;269_W_23t;Windwaarnemingen;52.457222;5.519722;-3.7;20020101;99991231;23t;
Lelystad locatie 23t;269_C_23t;Wolkenwaarnemingen;52.457222;5.519722;-3.7;20020101;99991231;23t;
Lemmer;44_N;Neerslagstation (8-8);52.8475;5.679444;9999;18790301;19410731;
Lemmer gemaal Buma;359_N;Neerslagstation (8-8);52.837722;5.713611;.45;19410801;99991231;
Lemmer Tacozijl;74_N;Neerslagstation (8-8);52.8475;5.679444;-6;19510101;19960102;
Lettele;681_N;Neerslagstation (8-8);52.271889;6.273444;8.1;19510101;99991231;
Lichteiland Goeree;320_H;AWS lichteiland;51.925833;3.67;22;19801103;99991231;
Lichteiland Goeree;320_D_0;Golvenwaarnemingen;51.925833;3.67;22;20161115;99991231;
Lichteiland Goeree;320_D;Golvenwaarnemingen;51.925833;3.67;22;19801101;99991231;
Lichteiland Goeree locatie 0;320_A_0;Luchtdruk- en weerwaarnemingen;51.925833;3.67;22;20020101;99991231;0;
Lichteiland Goeree locatie 0;320_T_0;Temperatuurwaarnemingen;51.925833;3.67;22;20020101;99991231;0;
Lichteiland Goeree locatie 0;320_W_0;Windwaarnemingen;51.925833;3.67;22;20020101;99991231;0;
Lichteiland Goeree locatie 1;320_A_1;Luchtdruk- en weerwaarnemingen;51.925833;3.67;22;20020101;99991231;1;
Lichteiland Goeree locatie 1;320_T_1;Temperatuurwaarnemingen;51.925833;3.67;22;20020101;99991231;1;
Lichteiland Goeree locatie 1;320_W_1;Windwaarnemingen;51.925833;3.67;22;20020101;99991231;1;
Lichteiland Goeree locatie 2;320_A_2;Luchtdruk- en weerwaarnemingen;51.925833;3.67;22;20020101;99991231;2;
Lichteiland Goeree locatie 2;320_T_2;Temperatuurwaarnemingen;51.925833;3.67;22;20020101;99991231;2;
Lichteiland Goeree locatie 2;320_W_2;Windwaarnemingen;51.925833;3.67;22;20020101;99991231;2;
Lichteiland Goeree locatie SC;320_A_SC;Luchtdruk- en weerwaarnemingen;51.925833;3.67;22;20100126;20110928;SC;
Lichteiland Goeree locatie SC;320_W_SC;Windwaarnemingen;51.925833;3.67;22;20100126;20150302;SC;
Lichteiland Goeree locatie SC1;320_W_SC1;Windwaarnemingen;51.925833;3.67;22;20100126;20150302;SC1;
Lichteiland Goeree locatie SC2;320_W_SC2;Windwaarnemingen;51.925833;3.67;22;20100126;20110926;SC2;
Lichteiland Goeree locatie sw;320_T_sw;Temperatuurwaarnemingen;51.925833;3.67;22;20091223;20111231;sw;
Lichteiland Goeree locatie SW;320_W_sw;Windwaarnemingen;51.925833;3.67;22;20091223;20111231;sw;
Lichtenvoorde;683_N;Neerslagstation (8-8);51.998139;6.561528;19.5;19570101;99991231;
Lichtschip Noordhinder;300_D;diversen noordzee Lichtschip Noordhinder;51.65;2.566667;9999;19510101;19840313;
Lichtschip Noordhinder;300_H;Lichtschip;51.65;2.566667;9999;19730101;19840313;
Lichtschip Noordhinder;300_V;visuele waarnemingen Lichtschip Noordhinder;51.65;2.566667;9999;19010101;19840313;
Lievelde;684_N;Neerslagstation (8-8);52.005722;6.641972;30.72;19800101;99991231;
Lijnden NH;437_N;Neerslagstation (8-8);52.35075;4.756694;-4.7;19510101;99991231;
Lingen;10305_G;Grensstation;52.516667;7.3;9999;19510101;20130501;
Lisse;454_N;Neerslagstation (8-8);52.242111;4.530667;.15;19320101;99991231;
Lochem;663_N;Neerslagstation (8-8);52.154522;6.376578;11.8;19510101;99991231;
Loenen aan de Vecht;548_N;Neerslagstation (8-8);52.193833;5.010972;-.93;19510101;99991231;
Lottum;885_N;Neerslagstation (8-8);51.461389;6.164722;9999;19970110;17000101;
Luik;6478_G;Grensstation;50.65;5.455556;9999;19510101;20130501;
Lunteren;558_N;Neerslagstation (8-8);52.088069;5.602111;13.2;19510101;99991231;
Maarheeze;918_N;Neerslagstation (8-8);51.307944;5.605861;28;19510101;99991231;
Maasland;479_N;Neerslagstation (8-8);51.966222;4.254611;-1.7;19960301;99991231;
Maastricht;380_V;AWS;50.905278;5.761944;114.3;19060101;99991231;
Maastricht;380_H;AWS;50.905278;5.761944;114.3;19060101;99991231;
Maastricht;380_B;Bodemtemperaturen;50.905278;5.761944;114.3;19510101;19910822;
Maastricht;380_L;luchtvaart station Maastricht;50.905278;5.761944;114.3;19510101;99991231;
Maastricht;972_N;Neerslagstation (8-8);0;0;750;19510101;19561110;
Maastricht;976_N;Neerslagstation (8-8);50.843333;5.675833;9999;19510101;19860102;
Maastricht;138_H;Termijnstation;50.843333;5.675833;9999;19710101;19851231;
Maastricht;380_Z;Zonneschijn;50.905278;5.761944;114.3;19930210;19931210;
Maastricht (Helmstraat);951_N;Neerslagstation (8-8);50.833333;5.683333;9999;18520501;19521231;
Maastricht locatie 22t;380_A_22t;Luchtdruk- en weerwaarnemingen;50.905278;5.761944;114.3;20020101;99991231;22t;
Maastricht locatie 22t;380_R_22t;Neerslagwaarnemingen;50.905278;5.761944;114.3;20020101;99991231;22t;
Maastricht locatie 22t;380_S_22t;Straling/zonneschijn;50.905278;5.761944;114.3;20020101;99991231;22t;
Maastricht locatie 22t;380_T_22t;Temperatuurwaarnemingen;50.905278;5.761944;114.3;20020101;99991231;22t;
Maastricht locatie 22t;380_W_22t;Windwaarnemingen;50.905278;5.761944;114.3;20020101;99991231;22t;
Maastricht locatie 22t;380_C_22t;Wolkenwaarnemingen;50.905278;5.761944;114.3;20020101;99991231;22t;
Makkum;65_N;Neerslagstation (8-8);53.059278;5.398722;-.42;19510101;99991231;
Mander;360_N;Neerslagstation (8-8);0;0;378;19510101;19710320;
Markelo;682_N;Neerslagstation (8-8);52.241444;6.487778;16.9;19560101;99991231;
Marken;139_H;Termijnstation;52.457778;5.120833;-8;19710101;19910101;
Marken (nieuw);256_N;Neerslagstation (8-8);52.456667;5.119556;-.7;19910201;99991231;
Marken (oud);246_N;Neerslagstation (8-8);52.459167;5.1;8;19510101;19910102;
Marknesse;273_H;AWS;52.701944;5.8875;-3.3;19890101;99991231;
Marknesse;273_B_a;Bodemtemperaturen;52.701944;5.8875;-3.3;20020101;99991231;a;
Marknesse;273_B;Bodemtemperaturen;52.701944;5.8875;-3.3;19890922;99991231;
Marknesse;273_A_a;Luchtdruk- en weerwaarnemingen;52.701944;5.8875;-3.3;17000101;99991231;a;
Marknesse;317_N;Neerslagstation (8-8);52.692306;5.857611;-1.7;19510101;99991231;
Marknesse;273_R_a;Neerslagwaarnemingen;52.701944;5.8875;-3.3;20020101;99991231;a;
Marknesse;273_S_a;Straling/zonneschijn;52.701944;5.8875;-3.3;20020101;99991231;a;
Marknesse;273_T_a;Temperatuurwaarnemingen;52.701944;5.8875;-3.3;20020101;99991231;a;
Marknesse;273_W_a;Windwaarnemingen;52.701944;5.8875;-3.3;20020101;99991231;a;
Marum;166_N;Neerslagstation (8-8);53.141083;6.275778;2.3;19510101;99991231;
Medemblik;236_N;Neerslagstation (8-8);52.75775;5.104389;-.9;19510101;99991231;
meetpost Katwijk;202_H;Platform;52.205556;4.361667;99999;19701206;19781231;
meetpost Katwijk;202_V;platform;0;0;9999;19701206;19781231;
Meetpost Noordwijk;254_D;diversen noordzee MEETPOST NOORDWIJK;52.273889;4.296111;9999;19960630;20060905;
Meetpost Noordwijk;554_D;diversen noordzee, MEETPOST NOORDWIJK;51.680556;3.591667;9999;19800101;19960702;
Meetpost Noordwijk;254_H;hoofd station/AWS/SHIP MEETPOST NOORDWIJK;52.273889;4.296111;9999;19960630;20060905;
Meetpost Noordwijk;554_H;hoofd station/AWS/SHIP, MEETPOST NOORDWIJK;51.680556;3.591667;9999;19800101;19960702;
Megen;903_N;Neerslagstation (8-8);51.823667;5.563083;5.9;19510101;99991231;
Meppel;290_N;Neerslagstation (8-8);52.679444;6.184722;9999;17000101;17000101;
Meppen (1);10304_1;radiosonde TEMPA Meppen;52.1;5.183333;20;17000101;99991231;
Meppen (2);10304_2;radiosonde TEMPB Meppen;52.1;5.183333;20;17000101;99991231;
Meppen (3);10304_3;radiosonde TEMPC Meppen;52.1;5.183333;20;17000101;99991231;
Meppen (4);10304_4;radiosonde TEMPD Meppen;52.1;5.183333;20;17000101;99991231;
Middelburg;756_N;Neerslagstation (8-8);51.481083;3.591417;-1;19510101;99991231;
Middelstum;134_N;Neerslagstation (8-8);53.323056;6.613056;-.91;19910101;99991231;
Middenmeer;247_N;Neerslagstation (8-8);52.833333;4.933333;9999;19510101;19531130;
Midsland;14_N;Neerslagstation (8-8);53.366667;5.283333;9999;19510101;19521231;
Mill;909_N;Neerslagstation (8-8);51.676972;5.794639;15.63;19510101;99991231;
Millingen aan de Rijn;513_N;Neerslagstation (8-8);51.868611;6.035278;9999;19970110;17000101;
Munte;6428_G;Grensstation;50.933333;3.733333;9999;19510101;20130501;
Naaldwijk;38_H;hoofd station/AWS/SHIP Naaldwijk;0;0;9999;19710101;19761231;
Naaldwijk;448_N;Neerslagstation (8-8);0;0;7;19510101;19770102;
Naaldwijk;38_S;Zonneschijn;51.991667;4.206944;9999;19801101;19880930;
Nagele;352_N;Neerslagstation (8-8);52.623722;5.722278;-3.95;19510101;99991231;
Nes (Ameland);18_N;Neerslagstation (8-8);53.448306;5.794722;2.9;19510101;99991231;
Niekerk;162_N;Neerslagstation (8-8);53.221;6.344556;.58;19510101;99991231;
Nieuw Beerta;286_H;AWS;53.194444;7.149167;-.2;19900117;99991231;
Nieuw Beerta;286_B_a;Bodemtemperaturen;53.194444;7.149167;-.2;20020101;99991231;a;
Nieuw Beerta;286_B;Bodemtemperaturen;53.194444;7.149167;-.2;19900125;99991231;
Nieuw Beerta;146_N;Neerslagstation (8-8);53.190833;7.158611;-10;19510101;19960102;
Nieuw Beerta;286_R_a;Neerslagwaarnemingen;53.194444;7.149167;-.2;20020101;99991231;a;
Nieuw Beerta;286_S_a;Straling/zonneschijn;53.194444;7.149167;-.2;20020101;99991231;a;
Nieuw Beerta;286_T_a;Temperatuurwaarnemingen;53.194444;7.149167;-.2;20020101;99991231;a;
Nieuw Beerta;286_W_a;Windwaarnemingen;53.194444;7.149167;-.2;20020101;99991231;a;
Nieuw Buinen;159_N;Neerslagstation (8-8);52.964417;6.948444;6.38;19510101;99991231;
Nieuw en Sint Joostland;731_N;Neerslagstation (8-8);51.466667;3.683333;9999;19510101;19530910;
Nieuw Helvoet;463_N;Neerslagstation (8-8);51.836806;4.122278;-.3;19510101;99991231;
Nieuwe Tonge;19_H;Termijnstation;0;0;9999;19710101;19731231;
Nieuwe-Tonge;472_N;Neerslagstation (8-8);51.718333;4.1575;9999;19610110;19740102;
Nieuwendijk (NB);840_N;Neerslagstation (8-8);51.765706;4.919892;-.5;19510101;99991231;
Nieuwland ZH;537_N;Neerslagstation (8-8);0;0;-2;19510101;19511231;
Nieuwleusen;320_N;Neerslagstation (8-8);0;0;3;19510101;19530228;
Nieuwolda;172_N;Neerslagstation (8-8);53.246917;7.000444;-.11;19920501;99991231;
Nieuwveen ZH;416_N;Neerslagstation (8-8);52.203056;4.763056;9999;19970110;17000101;
Nijbeets;86_N;Neerslagstation (8-8);53.057056;5.993806;-2;19520601;99991231;
Nijbroek;531_N;Neerslagstation (8-8);52.283333;6.083333;9999;19510101;19521231;
Nijkerk;547_N;Neerslagstation (8-8);52.23925;5.483806;.45;19510101;99991231;
Nijkerk (Sluis);163_H;Termijnstation;52.263333;5.475556;2;19730101;19871231;
Nijkerk sluis;368_N;Neerslagstation (8-8);52.257778;5.466667;2;19690101;19871231;
Nijmegen;539_N;Neerslagstation (8-8);51.847944;5.889528;9.8;19510101;99991231;
Nijmegen (Radboud);40_H;hoofd station/AWS/SHIP, NIJMEGEN (RADBOUD);51.855833;5.836667;9999;19780101;19901231;
Nijmegen Radboud;592_N;Neerslagstation (8-8);51.855833;5.836667;9999;19780101;19910102;
Noorbeek;971_N;Neerslagstation (8-8);50.770222;5.80875;132.16;19510101;99991231;
Noordgouwe;743_N;Neerslagstation (8-8);51.698833;3.965222;-.8;19510101;99991231;
Nuland;901_N;Neerslagstation (8-8);51.726167;5.433361;4.8;19510101;99991231;
Numansdorp;450_N;Neerslagstation (8-8);51.743556;4.441417;.5;19510101;99991231;
Numansdorp;36_Z;Zonneschijn;51.734722;4.420833;2;19801002;19920930;
Numansdorp ???;36_H;hoofd station/AWS/SHIP NUMANSDORP ???;0;0;9999;19710101;19731231;
Nunspeet;334_N;Neerslagstation (8-8);0;0;400;19510101;19531031;
Obdam (nieuw);255_N;Neerslagstation (8-8);52.675667;4.875556;-2;19510101;99991231;
Obdam (oud);243_N;Neerslagstation (8-8);52.666667;4.933333;9999;19510101;19551010;
Oirschot;906_N;Neerslagstation (8-8);51.516167;5.322333;13.7;19510101;99991231;
Oldebroek;336_N;Neerslagstation (8-8);52.431167;5.916583;4.4;19510101;99991231;
Oldebroek (dorp);306_N;Neerslagstation (8-8);52.440833;5.9025;9999;19970110;17000101;
Oldeholtpade;75_N;Neerslagstation (8-8);52.890806;6.054694;.6;19510101;99991231;
Oldenzaal;676_N;Neerslagstation (8-8);52.308611;6.923056;9999;19510101;19960102;
Onnen;158_N;Neerslagstation (8-8);53.141944;6.651639;2.6;19510101;99991231;
Oost Maarland;981_N;Neerslagstation (8-8);50.797306;5.710139;49.93;20040301;99991231;
Oost-maarland;379_H;hoofd station/AWS/SHIP OOST-MAARLAND;50.793889;5.699722;420;19900607;19990430;
Oost-Maarland;170_H;Termijnstation;50.793889;5.715278;500;19851201;19911231;
Oost-Vlieland;15_N;Neerslagstation (8-8);53.295139;5.061225;5;19510101;99991231;
Oosterbeek;578_N;Neerslagstation (8-8);52.015722;5.827889;37.71;19510101;99991231;
Oosterend FR;63_N;Neerslagstation (8-8);0;0;36;19510201;19521231;
Oosterhout;833_N;Neerslagstation (8-8);51.641389;4.872028;4.7;19510101;99991231;
Oosternijkerk FR;52_N;Neerslagstation (8-8);0;0;5;19600701;19600930;
Oosterschelde;312_H;Windmeetpaal;51.766667;3.621667;0;19820101;99991231;
Oosterschelde;312_W_a;Windwaarnemingen;51.766667;3.621667;0;20020101;99991231;a;
Oosthuizen NH;253_N;Neerslagstation (8-8);0;0;-37;19510401;19521231;
Oostkapelle;707_N;Neerslagstation (8-8);51.563611;3.551389;9999;19970110;17000101;
Oostvaardersdiep;367_N;Neerslagstation (8-8);52.416639;5.218306;2.16;19690101;20120831;
Oostvaardersdiep;162_H;Termijnstation;52.418333;5.222222;9999;19730101;19901231;
Oostvoorne;456_N;Neerslagstation (8-8);51.907917;4.093667;1.1;19320101;99991231;
Oostvoorne;808_S;Zonneschijn;51.910833;4.079444;20;19510101;19901130;
Oranje Nassau's Oord/Renk;552_N;Neerslagstation (8-8);51.966667;5.716667;9999;19510101;19550610;
Osnabrueck;10315_G;Grensstation;52.133333;7.683333;9999;19510101;20130501;
Oss;914_N;Neerslagstation (8-8);51.763806;5.536778;4.1;19510101;99991231;
Ostende;6407_G;Grensstation;51.2;2.866667;9999;19510101;20130501;
Oud Alblas;465_N;Neerslagstation (8-8);51.856111;4.692306;-1.33;19510101;99991231;
Oud-Ade;429_N;Neerslagstation (8-8);52.192778;4.565556;9999;19970110;17000101;
Oud-Beijerland;419_N;Neerslagstation (8-8);51.8;4.466667;9999;19970110;17000101;
Oud-Heusden;816_N;Neerslagstation (8-8);51.725278;5.128611;9999;19970110;17000101;
Ouddorp;471_N;Neerslagstation (8-8);51.817056;3.885167;1.36;19510101;99991231;
Ouddorp;427_Z;Zonneschijn;51.813333;3.868889;12;19510101;19920930;
Oude Wetering;142_H;Termijnstation;0;0;9999;19710101;19761231;
Oudemirdum;70_N;Neerslagstation (8-8);52.861444;5.508611;.82;19560101;99991231;
Oudenbosch;32_H;hoofd station/AWS/SHIP OUDENBOSCH;51.575833;4.526389;12;19710101;19921231;
Oudenbosch;828_N;Neerslagstation (8-8);51.575222;4.526389;2.2;18880201;99991231;
Oudeschoot;47_N;Neerslagstation (8-8);0;0;5;19970110;19981231;
Overveen;225_N;Neerslagstation (8-8);52.395389;4.595167;4.14;19510101;99991231;
Ovezande;754_N;Neerslagstation (8-8);51.425583;3.820194;1.1;19510101;99991231;
Petten;16_N;Neerslagstation (8-8);52.762083;4.653861;.4;19510101;99991231;
Petten (H);227_H;hoofd station/AWS/SHIP PETTEN;52.773889;4.655;5;19831228;19841231;
Philippine;761_N;Neerslagstation (8-8);51.2945;3.749861;1.95;19510101;99991231;
Philippine;18_H;Termijnstation;0;0;9999;19710101;19731231;
platform D15-FA-1;201_H;AWS platform;54.325556;2.935833;42.7;20090313;99991231;
platform P11-B;203_H;AWS platform;52.36;3.341667;41.8;20091109;99991231;
platform A12-CPP;205_H;AWS platform;55.399167;3.810278;48.4;20090313;99991231;
platform A12-CPP;205_V;AWS platform;55.399167;3.810278;48.4;20090313;99991231;
platform A12-CPP locatie AK;205_A_AK;Luchtdruk- en weerwaarnemingen;55.399167;3.810278;48.4;20090210;99991231;AK;
platform A12-CPP locatie AK;205_T_AK;Temperatuurwaarnemingen;55.399167;3.810278;48.4;20090210;99991231;AK;
platform A12-CPP locatie AK;205_W_AK;Windwaarnemingen;55.399167;3.810278;48.4;20090210;99991231;AK;
platform A12-CPP locatie AK1;205_T_AK1;Temperatuurwaarnemingen;55.399167;3.810278;48.4;20090210;99991231;AK1;
platform A12-CPP locatie AK1;205_W_AK1;Windwaarnemingen;55.399167;3.810278;48.4;20090210;99991231;AK1;
platform A12-CPP locatie AK2;205_W_AK2;Windwaarnemingen;55.399167;3.810278;48.4;20090210;99991231;AK2;
platform A12-CPP lokatie AK;205_C_AK;Wolkenwaarnemingen;55.399167;3.810278;48.4;20090210;99991231;AK;
platform Auk-Alfa locatie 0;253_A_0;Luchtdruk- en weerwaarnemingen;56.4;2.066667;9999;20020101;99991231;0;
platform Auk-Alfa locatie 0;253_T_0;Temperatuurwaarnemingen;56.4;2.066667;9999;20020101;99991231;0;
platform Auk-Alfa locatie 0;253_W_0;Windwaarnemingen;56.4;2.066667;9999;20020101;99991231;0;
platform Auk-Alfa locatie 1;253_A_1;Luchtdruk- en weerwaarnemingen;56.4;2.066667;9999;20020101;99991231;1;
platform Auk-Alfa locatie 1;253_T_1;Temperatuurwaarnemingen;56.4;2.066667;9999;20020101;99991231;1;
platform Auk-Alfa locatie 1;253_W_1;Windwaarnemingen;56.4;2.066667;9999;20020101;99991231;1;
platform Auk-Alfa locatie 2;253_A_2;Luchtdruk- en weerwaarnemingen;56.4;2.066667;9999;20020101;99991231;2;
platform Auk-Alfa locatie 2;253_W_2;Windwaarnemingen;56.4;2.066667;9999;20020101;99991231;2;
platform AWG-1;208_H;AWS platform;53.491667;5.941667;40.5;20061206;99991231;
platform AWG-1;208_V;AWS platform;53.491667;5.941667;40.5;20061206;99991231;
platform AWG-1 locatie MA;208_A_MA;Luchtdruk- en weerwaarnemingen;53.491667;5.941667;40.5;20061127;99991231;MA;
platform AWG-1 locatie MA;208_T_MA;Temperatuurwaarnemingen;53.491667;5.941667;40.5;20061127;99991231;MA;
platform AWG-1 locatie MA;208_W_MA;Windwaarnemingen;53.491667;5.941667;40.5;20061127;99991231;MA;
platform AWG-1 locatie MA1;208_T_MA1;Temperatuurwaarnemingen;53.491667;5.941667;40.5;20061127;99991231;MA1;
platform AWG-1 locatie MA1;208_W_MA1;Windwaarnemingen;53.491667;5.941667;40.5;20061127;99991231;MA1;
platform AWG-1 locatie MA2;208_W_MA2;Windwaarnemingen;53.491667;5.941667;40.5;20061127;99991231;MA2;
platform AWG-1 lokatie MA;208_C_MA;Wolkenwaarnemingen;53.491667;5.941667;40.5;20061127;99991231;MA;
platform Buitengaats/BG-OHVS2 locatie HW;214_A_HW;Luchtdruk- en weerwaarnemingen;54.036944;6.041667;42.5;20160301;99991231;
platform Buitengaats/BG-OHVS2 locatie HW;214_T_HW;Temperatuurwaarnemingen;54.036944;6.041667;42.5;20160301;99991231;
platform Buitengaats/BG-OHVS2 locatie HW;214_W_HW;Windwaarnemingen;54.036944;6.041667;42.5;20160301;99991231;
platform Buitengaats/BG-OHVS2 locatie HW;214_C_HW;Wolkenwaarnemingen;54.036944;6.041667;42.5;20160301;99991231;
platform Buitengaats/BG-OHVS2 locatie HW1;214_W_HW1;Windwaarnemingen;54.036944;6.041667;42.5;20160301;99991231;
platform D15-FA-1;201_V;AWS platform;54.325556;2.935833;42.7;20090313;99991231;
platform D15-FA-1 locatie DV;201_A_DV;Luchtdruk- en weerwaarnemingen;54.325556;2.935833;42.7;20090213;99991231;DV;
platform D15-FA-1 locatie DV;201_T_DV;Temperatuurwaarnemingen;54.325556;2.935833;42.7;20090213;99991231;DV;
platform D15-FA-1 locatie DV;201_W_DV;Windwaarnemingen;54.325556;2.935833;42.7;20090213;99991231;DV;
platform D15-FA-1 locatie DV1;201_T_DV1;Temperatuurwaarnemingen;54.325556;2.935833;42.7;20090213;99991231;DV1;
platform D15-FA-1 locatie DV1;201_W_DV1;Windwaarnemingen;54.325556;2.935833;42.7;20090213;99991231;DV1;
platform D15-FA-1 locatie DV2;201_W_DV2;Windwaarnemingen;54.325556;2.935833;42.7;20090213;99991231;DV2;
platform D15-FA-1 lokatie DV;201_C_DV;Wolkenwaarnemingen;54.325556;2.935833;42.7;20090213;99991231;DV;
platform F16-A;206_H;AWS platform;54.116667;4.012222;43.4;20061206;99991231;
platform F16-A;206_V;AWS platform;54.116667;4.012222;43.4;20061206;99991231;
platform F16-A locatie FZ;206_A_FZ;Luchtdruk- en weerwaarnemingen;54.116667;4.012222;43.4;20061127;99991231;FZ;
platform F16-A locatie FZ;206_T_FZ;Temperatuurwaarnemingen;54.116667;4.012222;43.4;20061127;99991231;FZ;
platform F16-A locatie FZ;206_W_FZ;Windwaarnemingen;54.116667;4.012222;43.4;20061127;99991231;FZ;
platform F16-A locatie FZ1;206_W_FZ1;Windwaarnemingen;54.116667;4.012222;43.4;20061127;99991231;FZ1;
platform F16-A locatie FZ2;206_W_FZ2;Windwaarnemingen;54.116667;4.012222;43.4;20061127;99991231;FZ2;
platform F16-A lokatie FZ;206_C_FZ;Wolkenwaarnemingen;54.116667;4.012222;43.4;20061127;99991231;FZ;
platform F16-A lokatie FZ1;206_T_FZ1;Temperatuurwaarnemingen;54.116667;4.012222;43.4;20061127;99991231;FZ1;
platform F3 locatie A;239_A_FD;Luchtdruk- en weerwaarnemingen;54.853889;4.696111;50.6;20020101;99991231;FD;
platform F3 locatie A;239_T_FD;Temperatuurwaarnemingen;54.853889;4.696111;50.6;20020101;99991231;FD;
platform F3 locatie A;239_W_FD_vervallen;wind 10 min wrn F3 - FD;54.853889;4.696111;50.6;20100126;99991231;FD;
platform F3 locatie A;239_W_FD;Windwaarnemingen;54.853889;4.696111;50.6;20020101;20150302;FD;
platform F3 locatie A;239_C_FD;Wolkenwaarnemingen;54.853889;4.696111;50.6;20020101;99991231;FD;
platform F3 locatie B;239_A_FD2;Luchtdruk- en weerwaarnemingen;54.853889;4.696111;50.6;20100126;20110928;FD2;
platform F3 locatie B;239_T_FD2;Temperatuurwaarnemingen;54.853889;4.696111;50.6;20020101;99991231;FD2;
platform F3 locatie B;239_W_b;Windwaarnemingen;54.853889;4.696111;50.6;20020101;99991231;b;
platform F3 locatie C;239_T_FD3;Temperatuurwaarnemingen;54.853889;4.696111;50.6;20020101;99991231;FD3;
platform F3 locatie C;239_W_FD3;Windwaarnemingen;54.853889;4.696111;50.6;20100126;20150302;FD3;
